121     
3     
10 10 10   
40 40 40   
0 50 50 0  
1 31.5092 48.3311 4  
2 81.3269 10.538 1  
3 89.4204 68.58 3  
4 34.7426 67.0549 2  
5 46.1501 83.7575 1  
6 46.4747 77.6014 3  
7 63.1714 80.8758 4  
8 15.7876 90.2543 2  
9 23.3303 9.6691 2  
10 71.5152 35.664 2  
11 26.2445 62.3569 2  
12 16.9717 56.0725 2  
13 58.7688 63.9987 4  
14 86.082 41.2448 3  
15 10.5798 37.258 3  
16 34.6655 43.022 5  
17 67.3096 64.0859 1  
18 33.6503 8.6894 5  
19 76.7396 77.7103 2  
20 39.3955 59.0804 3  
21 67.4189 97.4652 5  
22 54.5391 32.2687 5  
23 27.653 31.3751 3  
24 61.8609 66.8024 3  
25 48.0551 98.0464 3  
26 51.712 72.6311 2  
27 63.4412 87.8006 4  
28 4.4633 82.007 2  
29 55.805 73.9444 3  
30 19.0678 11.3106 2  
31 95.6784 84.9222 1  
32 50.4654 47.4018 4  
33 55.7394 86.2305 5  
34 55.3277 81.3177 1  
35 30.2934 90.2358 2  
36 14.2177 46.6128 1  
37 37.2666 79.6919 4  
38 85.0106 98.3374 2  
39 79.5594 69.7273 4  
40 55.5757 20.5054 4  
41 31.5092 48.3311 5  
42 81.3269 10.538 4  
43 89.4204 68.58 3  
44 34.7426 67.0549 1  
45 46.1501 83.7575 5  
46 46.4747 77.6014 2  
47 63.1714 80.8758 2  
48 15.7876 90.2543 1  
49 23.3303 9.6691 4  
50 71.5152 35.664 3  
51 26.2445 62.3569 1  
52 16.9717 56.0725 5  
53 58.7688 63.9987 5  
54 86.082 41.2448 1  
55 10.5798 37.258 5  
56 34.6655 43.022 4  
57 67.3096 64.0859 3  
58 33.6503 8.6894 1  
59 76.7396 77.7103 3  
60 39.3955 59.0804 3  
61 67.4189 97.4652 4  
62 54.5391 32.2687 2  
63 27.653 31.3751 4  
64 61.8609 66.8024 3  
65 48.0551 98.0464 3  
66 51.712 72.6311 4  
67 63.4412 87.8006 5  
68 4.4633 82.007 2  
69 55.805 73.9444 2  
70 19.0678 11.3106 5  
71 95.6784 84.9222 4  
72 50.4654 47.4018 4  
73 55.7394 86.2305 2  
74 55.3277 81.3177 1  
75 30.2934 90.2358 3  
76 14.2177 46.6128 1  
77 37.2666 79.6919 3  
78 85.0106 98.3374 3  
79 79.5594 69.7273 2  
80 55.5757 20.5054 1  
81 31.5092 48.3311 3  
82 81.3269 10.538 3  
83 89.4204 68.58 2  
84 34.7426 67.0549 3  
85 46.1501 83.7575 1  
86 46.4747 77.6014 5  
87 63.1714 80.8758 4  
88 15.7876 90.2543 1  
89 23.3303 9.6691 2  
90 71.5152 35.664 2  
91 26.2445 62.3569 3  
92 16.9717 56.0725 3  
93 58.7688 63.9987 2  
94 86.082 41.2448 4  
95 10.5798 37.258 1  
96 34.6655 43.022 2  
97 67.3096 64.0859 2  
98 33.6503 8.6894 1  
99 76.7396 77.7103 5  
100 39.3955 59.0804 5  
101 67.4189 97.4652 4  
102 54.5391 32.2687 3  
103 27.653 31.3751 1  
104 61.8609 66.8024 5  
105 48.0551 98.0464 3  
106 51.712 72.6311 3  
107 63.4412 87.8006 2  
108 4.4633 82.007 1  
109 55.805 73.9444 3  
110 19.0678 11.3106 3  
111 95.6784 84.9222 4  
112 50.4654 47.4018 1  
113 55.7394 86.2305 5  
114 55.3277 81.3177 4  
115 30.2934 90.2358 1  
116 14.2177 46.6128 1  
117 37.2666 79.6919 3  
118 85.0106 98.3374 4  
119 79.5594 69.7273 5  
120 55.5757 20.5054 4  
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
     
